id_movimento;data_movimento;tipo;categoria;descricao;valor;conta_bancaria;conciliado
MB000589;2026-07-04;Entrada;Impostos;Impostos - operação 589;6698.18;Banco A;Sim
MB000590;2026-06-25;Entrada;Recebimento de cliente;Recebimento de cliente - operação 590;6892.78;Banco C;Sim
MB000591;2026-07-28;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 591;15433.2;Banco C;Sim
MB000592;2026-05-25;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 592;;Banco B;Não
MB000593;2026-06-15;Saída;Energia;Energia - operação 593;12356.7;banco b;Sim
MB000594;2026-07-11;Entrada;Transferência;Transferência - operação 594;11046.32;Banco B;Sim
MB000595;2026-05-03;Entrada;Transferência;Transferência - operação 595;9679.36;Banco B;Sim
MB000596;06-02-2026;Entrada;Salário;Salário - operação 596;17336.56;Banco B;Sim
MB000597;2026-08-14;Entrada;Impostos;Impostos - operação 597;13333.1;Banco B;Sim
MB000598;2026-02-06;Entrada;Transferência;  Transferência - operação 598 ;7416.17;Banco C;Sim
MB000599;2026-04-13;Entrada;Impostos;Impostos - operação 599;;Banco B;Sim
MB000600;2026-08-15;Saída;Transferência;Transferência - operação 600;13215.41;Banco B;Sim
MB000601;2026-04-29;Saída;Impostos;impostos - operação 601;5901.9;Banco B;Sim
MB000602;2026-07-05;Saída;;Aluguel - operação 602;4465.83;Banco C;Sim
MB000603;2026-05-26;Entrada;Impostos;Impostos - operação 603;16211.36;Banco C;Sim
MB000604;2026-04-06;Entrada;Aluguel;Aluguel - operação 604;7101.29;Banco B;Sim
MB000605;2026-05-19;Saída;Energia;Energia - operação 605;16288.94;Banco C;Sim
MB000606;2026-01-14;Entrada;Aluguel;Aluguel - operação 606;6111.41;Banco A;Sim
MB000607;2026-05-13;Saída;Salário;Salário - operação 607;16980.43;Banco A;Sim
MB000608;2026-04-09;Saída;Salário;Salário - operação 608;4956.09;;Não
MB000609;2026-07-16;Entrada;Tarifa bancária;Tarifa bancária - operação 609;10372.49;Banco A;Sim
MB000610;2026-04-16;Saída;Transferência;Transferência - operação 610;4460.29;Banco C;Sim
MB000611;2026-07-15;Saída;Impostos;Impostos - operação 611;11005.93;Banco C;Sim
MB000612;08-07-2026;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 612;14175.97;Banco A;Sim
MB000613;2026-01-03;Entrada;Impostos;Impostos - operação 613;15354.19;banco b;Sim
MB000614;2026-02-21;Entrada;Aluguel;Aluguel - operação 614;5570.74;;Sim
MB000615;2026-06-09;Saída;Transferência;Transferência - operação 615;8577.82;Banco C;Sim
MB000616;2026-03-16;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 616;14451.93;Banco A;Sim
MB000617;2026-02-11;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 617;9604.88;Banco C;
MB000618;2026-02-10;  Saída ;Outros;Outros - operação 618;11334.85;Banco C;Sim
MB000619;2026-06-26;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 619;11966.45;Banco A;Sim
MB000620;2026-01-25;Entrada;Salário;Salário - operação 620;15850.16;Banco B;Sim
MB000621;2026-05-03;Entrada;Recebimento de cliente;Recebimento de cliente - operação 621;10571.85;Banco B;Sim
MB000622;2026-05-30;Saída;Salário;Salário - operação 622;8079.63;Banco A;Sim
MB000623;2026-06-21;Saída;Impostos;Impostos - operação 623;15946.59;Banco A;Sim
MB000624;2026-01-18;Entrada;Salário;Salário - operação 624;11251.36;;Sim
MB000625;2026-02-08;Entrada;Aluguel;Aluguel - operação 625;17310.27;Banco B;Sim
MB000626;2026-07-02;Entrada;Impostos;Impostos - operação 626;10870.49;Banco B;Sim
MB000627;2026-06-09;Saída;Tarifa bancária;Tarifa bancária - operação 627;17851.05;Banco B;Sim
MB000628;2026-02-19;Saída;Energia;;17677.55;Banco A;Sim
MB000629;2026-03-23;Entrada;Recebimento de cliente;Recebimento de cliente - operação 629;11706.82;Banco C;Sim
MB000630;2026-03-09;Saída;Tarifa bancária;Tarifa bancária - operação 630;6108.45;Banco B;Sim
MB000631;2026-06-18;Entrada;Impostos;Impostos - operação 631;9945.37;Banco A;Não
MB000632;2026-01-03;Saída;Recebimento de cliente;Recebimento de cliente - operação 632;5483.65;;Sim
MB000633;2026-04-08;Saída;Recebimento de cliente;Recebimento de cliente - operação 633;12530.42;Banco B;Sim
MB000634;2026-03-27;Saída;Outros;Outros - operação 634;15372.6;Banco B;Sim
MB000635;2026-07-01;Saída;Salário;Salário - operação 635;16975.17;Banco C;  Sim 
MB000636;2026-05-22;Entrada;Transferência;Transferência - operação 636;5105.46;Banco A;Sim
MB000637;2026-06-21;Entrada;Impostos;Impostos - operação 637;15513.55;Banco A;Sim
MB000638;2026-07-27;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 638;4411.15;Banco A;Sim
MB000639;17/01/2026;Entrada;Aluguel;Aluguel - operação 639;14030.84;Banco A;Sim
MB000640;2026-07-05;Entrada;Impostos;Impostos - operação 640;15669.36;Banco C;Sim
MB000641;09-02-2026;Saída;Transferência;Transferência - operação 641;11376.5;Banco B;Sim
MB000642;2026-06-06;Entrada;Recebimento de cliente;Recebimento de cliente - operação 642;12689.45;Banco A;Sim
MB000643;2026-02-17;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 643;118.95;Banco C;Sim
MB000644;2026-02-23;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 644;6994.87;Banco C;Sim
MB000645;2026-02-19;Saída;Aluguel;Aluguel - operação 645;12762.87;  Banco B ;Não
MB000646;2026-06-30;Entrada;;Transferência - operação 646;5220.74;Banco C;Não
MB000647;2026-08-10;Entrada;Transferência;Transferência - operação 647;3369.45;;Sim
MB000648;2026-02-15;Entrada;Energia;Energia - operação 648;2632.88;Banco C;Não
MB000649;2026-02-18;Entrada;pagamento fornecedor;Pagamento fornecedor - operação 649;3428.16;Banco B;Sim
MB000650;2026-02-11;Saída;Energia;Energia - operação 650;10847.89;Banco C;Sim
MB000651;2026-02-25;Saída;Energia;Energia - operação 651;14849.21;Banco C;Sim
MB000652;2026-05-16;Entrada;Energia;Energia - operação 652;5102.01;Banco A;Sim
MB000653;2026-01-16;Entrada;Transferência;Transferência - operação 653;6228.81;Banco C;Sim
MB000654;2026-06-08;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 654;12148.93;Banco C;Sim
MB000655;2026-01-04;Entrada;Impostos;Impostos - operação 655;10607.09;Banco B;Não
MB000656;2026-06-23;Entrada;Energia;Energia - operação 656;13102.32;Banco B;Sim
MB000657;2026-04-02;Saída;Impostos;Impostos - operação 657;9019.52;Banco B;Sim
MB000658;2026-05-20;Entrada;Aluguel;Aluguel - operação 658;10590.76;Banco A;Sim
MB000659;2026-04-15;Saída;Transferência;Transferência - operação 659;5872.4;Banco B;Sim
MB000660;2026-08-11;Saída;Transferência;Transferência - operação 660;2790.69;banco c;Sim
MB000661;2026-04-18;Entrada;Salário;Salário - operação 661;14199.36;Banco B;Sim
MB000662;2026-04-13;Saída;Recebimento de cliente;Recebimento de cliente - operação 662;7847.14;Banco C;Sim
MB000663;2026-02-08;Saída;Salário;Salário - operação 663;3945.04;Banco A;Sim
MB000664;2026-05-01;Entrada;Energia;Energia - operação 664;6104.81;Banco A;Sim
MB000665;2026-04-11;Entrada;Energia;Energia - operação 665;14944.52;Banco C;Sim
MB000666;2026-02-28;Entrada;Transferência;Transferência - operação 666;10942.51;Banco B;Sim
MB000667;2026-04-22;Entrada;Transferência;Transferência - operação 667;17445.34;banco a;Sim
MB000668;2026-01-28;Entrada;Impostos;Impostos - operação 668;12723.13;Banco C;Sim
MB000669;2026-02-06;Entrada;Outros;Outros - operação 669;16982.92;Banco A;
MB000670;2026-05-06;Entrada;Energia;  Energia - operação 670 ;11385.58;Banco B;Sim
MB000671;2026-06-25;Saída;Tarifa bancária;Tarifa bancária - operação 671;11028.7;Banco C;Sim
MB000672;2026-05-16;Entrada;  Impostos ;Impostos - operação 672;13059.38;Banco C;Sim
MB000673;2026-04-05;Saída;Transferência;Transferência - operação 673;1183.09;Banco B;Sim
MB000674;2026-04-17;Entrada;;;17005.15;Banco C;Sim
MB000675;2026-08-12;Saída;Transferência;Transferência - operação 675;14173.17;Banco C;Sim
MB000676;2026-05-28;Saída;Aluguel;Aluguel - operação 676;16238.31;Banco B;Não
MB000677;2026-02-28;Saída;Aluguel;Aluguel - operação 677;14649.13;Banco A;Sim
MB000678;2026-05-25;Saída;Recebimento de cliente;Recebimento de cliente - operação 678;5676.61;Banco A;Sim
MB000679;2026-07-12;Entrada;Impostos;Impostos - operação 679;1509.47;Banco B;Sim
MB000680;2026-06-04;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 680;8118.25;Banco A;Sim
MB000681;2026-07-02;Entrada;Impostos;Impostos - operação 681;15267.52;Banco A;Sim
MB000682;2026-03-05;Entrada;Recebimento de cliente;Recebimento de cliente - operação 682;5923.5;Banco C;sim
MB000683;2026-05-24;entrada;Energia;Energia - operação 683;17222.18;Banco B;Sim
MB000684;2026-06-04;Saída;Aluguel;Aluguel - operação 684;14843.25;Banco C;Sim
MB000685;2026-06-02;Saída;Pagamento fornecedor;;5356.37;Banco A;Sim
MB000686;2026-05-15;Saída;Energia;Energia - operação 686;4505.67;Banco B;sim
MB000687;2026-06-29;Entrada;Energia;Energia - operação 687;4734.73;Banco A;Sim
MB000688;2026-01-07;Entrada;Tarifa bancária;Tarifa bancária - operação 688;1462.84;Banco B;Sim
MB000689;2026-04-25;Saída;Outros;Outros - operação 689;2867.76;Banco B;Sim
MB000690;2026-01-28;Entrada;Transferência;Transferência - operação 690;5003.29;Banco C;Não
MB000691;2026-04-27;Entrada;Salário;Salário - operação 691;10577.32;Banco B;Sim
MB000692;2026-02-01;Entrada;Impostos;Impostos - operação 692;9968.72;Banco B;  Sim 
MB000693;2026-03-22;Saída;Outros;Outros - operação 693;507.1;Banco B;Sim
MB000694;2026-04-12;Entrada;Impostos;Impostos - operação 694;11054.82;Banco A;Sim
MB000695;2026-03-24;saída;Recebimento de cliente;Recebimento de cliente - operação 695;15904.51;Banco A;Sim
MB000696;2026-05-08;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 696;2561.41;Banco A;Sim
MB000697;2026-02-11;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 697;13596.14;Banco B;sim
MB000698;2026-01-21;Saída;Impostos;Impostos - operação 698;;banco b;Sim
MB000699;2026-05-20;Entrada;Outros;Outros - operação 699;7523.53;Banco B;Sim
MB000700;2026-05-21;Entrada;Aluguel;Aluguel - operação 700;8100.54;Banco A;Sim
MB000701;2026-02-28;Entrada;Recebimento de cliente;Recebimento de cliente - operação 701;11623.42;Banco C;Sim
MB000702;2026-01-14;Entrada;Transferência;Transferência - operação 702;810.99;Banco A;Sim
MB000703;2026-02-09;Entrada;Outros;Outros - operação 703;5784.29;Banco B;Sim
MB000704;2026-01-05;Saída;Energia;Energia - operação 704;8885.48;Banco C;Sim
MB000705;2026-05-21;Entrada;Recebimento de cliente;Recebimento de cliente - operação 705;3642.23;Banco A;Sim
MB000706;2026-02-28;Saída;Transferência;Transferência - operação 706;178.39;Banco C;Sim
MB000707;2026-05-29;Saída;Outros;Outros - operação 707;16179.49;Banco A;Sim
MB000708;2026-02-24;Entrada;Outros;Outros - operação 708;181.93;Banco C;Não
MB000709;2026-03-14;Entrada;Outros;Outros - operação 709;6768.7;Banco B;
MB000710;2026-08-02;Entrada;;Energia - operação 710;6054.02;Banco B;Sim
MB000711;2026-04-11;Entrada;Energia;Energia - operação 711;8157.11;Banco B;Não
MB000712;2026-06-16;Saída;;Tarifa bancária - operação 712;3722.39;Banco A;Sim
MB000713;2026-04-10;Entrada;Aluguel;Aluguel - operação 713;3642.56;Banco C;Sim
MB000714;2026-08-02;Entrada;Energia;Energia - operação 714;6528.84;Banco A;Sim
MB000715;2026-05-26;Entrada;Aluguel;Aluguel - operação 715;9224.23;Banco B;Sim
MB000716;2026-02-25;Entrada;Impostos;Impostos - operação 716;3754.03;Banco C;Sim
MB000717;2026/07/04;Saída;Transferência;Transferência - operação 717;17716.92;Banco C;Sim
MB000718;2026-05-06;Saída;Outros;Outros - operação 718;10761.49;Banco C;Sim
MB000719;2026-01-20;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 719;;Banco A;Não
MB000720;2026-01-13;Entrada;Energia;Energia - operação 720;16746.36;Banco B;Sim
MB000721;2026-04-08;Saída;Salário;Salário - operação 721;1795.33;Banco B;  Sim 
MB000722;2026-06-15;Entrada;Tarifa bancária;Tarifa bancária - operação 722;13366.14;Banco B;Sim
MB000723;2026-03-13;saída;Recebimento de cliente;Recebimento de cliente - operação 723;5389.59;Banco A;Sim
MB000724;2026-03-19;Entrada;Energia;Energia - operação 724;8251.85;Banco A;Sim
MB000725;2026-06-12;Entrada;Transferência;Transferência - operação 725;3183.73;Banco A;Sim
MB000726;2026-07-05;Entrada;Transferência;Transferência - operação 726;15662.76;Banco C;Sim
MB000727;2026-03-11;Entrada;Recebimento de cliente;Recebimento de cliente - operação 727;12666.64;Banco B;Sim
MB000728;2026-07-07;;Aluguel;Aluguel - operação 728;1219.58;Banco C;Sim
MB000729;2026-01-08;Entrada;Transferência;Transferência - operação 729;7813.15;Banco B;Sim
MB000730;2026-02-14;Entrada;Recebimento de cliente;Recebimento de cliente - operação 730;11836.15;Banco B;Sim
MB000731;2026-07-04;Saída;Aluguel;Aluguel - operação 731;14444.84;Banco A;sim
MB000732;2026-08-12;Entrada;Aluguel;Aluguel - operação 732;12429.67;Banco A;Sim
MB000733;2026-08-12;Saída;Tarifa bancária;Tarifa bancária - operação 733;10083.05;Banco C;Sim
MB000734;2026-07-22;Entrada;Recebimento de cliente;Recebimento de cliente - operação 734;5192.98;Banco A;Não
MB000735;2026-04-05;Saída;Transferência;Transferência - operação 735;9825.4;Banco B;Sim
MB000736;2026-07-05;Saída;Outros;Outros - operação 736;2665.24;Banco C;Sim
MB000737;2026-04-15;Entrada;Tarifa bancária;Tarifa bancária - operação 737;6729.37;Banco B;Sim
MB000738;2026-02-07;Saída;Outros;Outros - operação 738;7370.47;Banco B;  Sim 
MB000739;2026-06-04;Entrada;Salário;Salário - operação 739;6023.83;Banco B;Sim
MB000740;2026-04-26;Saída;Salário;Salário - operação 740;16020.85;Banco B;Sim
MB000741;2026-08-09;Entrada;;Impostos - operação 741;9746.79;Banco C;Sim
MB000742;2026-08-06;Saída;Salário;Salário - operação 742;17591.31;Banco A;Sim
MB000743;2026-01-21;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 743;17829.55;Banco C;Sim
MB000744;2026-05-14;Entrada;Recebimento de cliente;Recebimento de cliente - operação 744;4622.17;Banco C;Sim
MB000745;2026-07-09;Entrada;Impostos;Impostos - operação 745;8830.78;Banco B;Sim
MB000746;2026-05-21;Saída;Outros;Outros - operação 746;11841.21;Banco B;Sim
MB000747;2026-05-28;Saída;Tarifa bancária;Tarifa bancária - operação 747;12396.03;Banco A;Sim
MB000748;2026-06-13;Saída;Salário;Salário - operação 748;15026.57;Banco A;Sim
MB000749;2026-08-17;Saída;pagamento fornecedor;Pagamento fornecedor - operação 749;8938.89;Banco A;Sim
MB000750;2026-03-03;Saída;Energia;Energia - operação 750;14862.91;Banco C;Sim
MB000751;2026-07-28;Entrada;Recebimento de cliente;Recebimento de cliente - operação 751;341.15;Banco B;Sim
MB000752;2026-02-23;Entrada;  Pagamento fornecedor ;Pagamento fornecedor - operação 752;1253.04;Banco B;Sim
MB000753;2026-04-19;Saída;Tarifa bancária;Tarifa bancária - operação 753;239.7;Banco C;Sim
MB000754;2026-03-29;Saída;Impostos;Impostos - operação 754;3791.65;Banco B;Não
MB000755;2026-05-31;Saída;Recebimento de cliente;Recebimento de cliente - operação 755;12240.16;Banco A;Sim
MB000756;2026-03-23;Saída;Recebimento de cliente;Recebimento de cliente - operação 756;4641.29;  Banco B ;Sim
MB000757;2026-07-12;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 757;7637.49;Banco C;Não
MB000758;2026-08-14;Saída;Transferência;Transferência - operação 758;17903.76;Banco B;Sim
MB000759;2026-05-05;Entrada;Transferência;Transferência - operação 759;4576.21;Banco A;Sim
MB000760;2026-03-04;Entrada;Transferência;Transferência - operação 760;6868.33;Banco B;Sim
MB000761;2026-06-04;Saída;Recebimento de cliente;Recebimento de cliente - operação 761;5845.56;Banco C;Sim
MB000762;2026-02-25;Saída;Tarifa bancária;Tarifa bancária - operação 762;1754.42;Banco C;Sim
MB000763;2026-06-01;Entrada;Outros;outros - operação 763;8027.52;Banco C;Sim
MB000764;2026-04-29;Entrada;Tarifa bancária;Tarifa bancária - operação 764;14433.47;Banco C;Sim
MB000765;2026-03-06;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 765;12582.99;Banco B;Sim
MB000766;2026-08-19;Saída;Energia;Energia - operação 766;15371.31;Banco A;Sim
MB000767;2026-06-03;Saída;Tarifa bancária;Tarifa bancária - operação 767;2018.66;Banco A;Sim
MB000768;2026-02-20;Saída;Transferência;Transferência - operação 768;4520.32;Banco B;Sim
MB000769;2026-07-17;Saída;recebimento de cliente;Recebimento de cliente - operação 769;5475.87;Banco A;Sim
MB000770;2026-08-10;Saída;Transferência;Transferência - operação 770;4155.75;Banco B;Sim
MB000771;2026-01-26;Entrada;Salário;Salário - operação 771;2419.38;  Banco C ;Não
MB000772;2026-01-07;Saída;Transferência;Transferência - operação 772;6631.83;Banco C;Sim
MB000773;2026-01-06;Saída;Impostos;impostos - operação 773;11445.23;Banco A;Sim
MB000774;2026-05-02;  Entrada ;Energia;Energia - operação 774;7881.43;Banco C;Sim
MB000775;2026-01-18;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 775;4766.82;Banco C;Sim
MB000776;2026-05-02;Saída;Outros;Outros - operação 776;16550.98;Banco A;Sim
MB000777;2026-01-07;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 777;10289.05;Banco C;Sim
MB000778;2026-04-25;Saída;Impostos;Impostos - operação 778;10054.76;Banco B;Sim
MB000779;2026-07-22;Entrada;Tarifa bancária;Tarifa bancária - operação 779;2129.5;Banco A;Sim
MB000780;2026-02-21;Entrada;Energia;Energia - operação 780;2441.21;Banco C;  Sim 
MB000781;2026-01-03;Saída;Recebimento de cliente;Recebimento de cliente - operação 781;9208.02;Banco A;Sim
MB000782;2026-05-15;Entrada;Outros;Outros - operação 782;208.99;Banco A;Sim
MB000783;2026-03-04;Saída;Aluguel;Aluguel - operação 783;3436.57;Banco B;Sim
MB000784;2026-05-03;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 784;3144.9;Banco C;Sim
MB000785;2026-08-08;Entrada;Salário;Salário - operação 785;12024.13;Banco C;Sim
MB000786;2026-08-09;Entrada;Transferência;Transferência - operação 786;9265.25;Banco A;Não
MB000787;2026-02-12;Entrada;Tarifa bancária;  Tarifa bancária - operação 787 ;15123.89;Banco B;Sim
MB000788;2026-07-31;Entrada;  Tarifa bancária ;Tarifa bancária - operação 788;1121.13;Banco B;Sim
MB000789;2026-08-11;Saída;Tarifa bancária;Tarifa bancária - operação 789;546.59;Banco C;Sim
MB000790;2026-04-11;Saída;Aluguel;;13487.52;Banco A;Sim
MB000791;2026-06-07;Saída;;Tarifa bancária - operação 791;11646.44;Banco C;Sim
MB000792;2026-03-03;Saída;Outros;Outros - operação 792;5212.92;Banco A;Sim
MB000793;2026-06-03;Entrada;Tarifa bancária;Tarifa bancária - operação 793;1240.69;Banco A;Sim
MB000794;2026-07-17;Entrada;;Impostos - operação 794;5029.14;Banco B;Sim
MB000795;2026-06-16;Saída;Energia;;15062.02;banco c;Sim
MB000796;2026-03-20;Saída;Outros;Outros - operação 796;8805.79;Banco C;Não
MB000797;2026-06-27;Saída;Salário;Salário - operação 797;8474.44;Banco A;Sim
MB000798;2026-03-29;Saída;Outros;Outros - operação 798;11113.78;Banco A;Sim
MB000799;2026-06-11;Entrada;Energia;Energia - operação 799;15751.79;Banco C;Sim
MB000800;2026-02-28;Saída;Impostos;Impostos - operação 800;16334.56;Banco C;Sim
MB000801;2026-03-31;Entrada;Aluguel;Aluguel - operação 801;14871.95;Banco C;
MB000802;2026-03-13;Entrada;Tarifa bancária;Tarifa bancária - operação 802;12070.84;Banco A;Não
MB000803;2026-08-16;Entrada;Energia;Energia - operação 803;3459.89;Banco C;Sim
MB000804;2026-07-02;Saída;Outros;Outros - operação 804;5814.51;Banco B;Não
MB000805;2026-05-14;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 805;13056.44;Banco B;Sim
MB000806;2026-02-22;Saída;Impostos;Impostos - operação 806;3336.25;Banco C;Sim
MB000807;2026-04-06;;Tarifa bancária;Tarifa bancária - operação 807;8743.96;Banco B;Não
MB000808;2026-04-28;Saída;Impostos;Impostos - operação 808;2676.8;Banco C;Sim
MB000809;2026-03-06;Entrada;Tarifa bancária;Tarifa bancária - operação 809;14645.41;Banco B;Sim
MB000810;2026-01-18;Entrada;Energia;Energia - operação 810;16704.11;Banco B;Sim
MB000811;2026-05-30;Entrada;Outros;Outros - operação 811;10235.79;Banco A;Sim
MB000812;2026-01-14;Saída;Transferência;Transferência - operação 812;10735.13;Banco B;
MB000813;2026-04-10;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 813;2558.11;Banco A;Sim
MB000814;2026-07-14;Entrada;Recebimento de cliente;Recebimento de cliente - operação 814;15256.79;Banco B;Sim
MB000815;2026-05-21;Saída;Energia;Energia - operação 815;2337.23;Banco A;Sim
MB000816;2026-02-22;Entrada;Recebimento de cliente;Recebimento de cliente - operação 816;226.92;Banco B;Não
MB000817;2026-07-04;Entrada;Energia;Energia - operação 817;7764.96;Banco A;Sim
MB000818;2026-06-08;Saída;Energia;Energia - operação 818;16704.94;Banco B;Sim
MB000819;2026-02-08;Entrada;Outros;Outros - operação 819;10534.95;Banco A;Sim
MB000820;2026-07-26;Saída;Aluguel;Aluguel - operação 820;9773.72;Banco A;Sim
MB000821;2026-01-24;Saída;Energia;Energia - operação 821;14581.43;Banco A;Sim
MB000822;2026-03-05;Saída;Aluguel;Aluguel - operação 822;4394.34;Banco C;Sim
MB000823;2026-08-17;Entrada;Aluguel;Aluguel - operação 823;5066.5;Banco A;Sim
MB000824;2026-06-21;Entrada;Tarifa bancária;Tarifa bancária - operação 824;10454.49;Banco C;Sim
MB000825;2026-04-25;Entrada;Aluguel;Aluguel - operação 825;1851.58;Banco A;Sim
MB000826;2026-07-02;Saída;Transferência;;2749.42;Banco B;Não
MB000827;2026-07-12;Saída;Recebimento de cliente;Recebimento de cliente - operação 827;9765.7;Banco B;Sim
MB000828;2026-08-14;Saída;Tarifa bancária;Tarifa bancária - operação 828;14223.1;Banco C;Sim
MB000829;2026-03-24;Entrada;Transferência;Transferência - operação 829;9160.69;Banco B;Sim
MB000830;2026-06-05;Entrada;Impostos;Impostos - operação 830;2644.06;Banco A;Não
MB000831;2026-08-03;Saída;Salário;  Salário - operação 831 ;14195.86;Banco A;Sim
MB000832;2026-03-22;Saída;Tarifa bancária;Tarifa bancária - operação 832;4970.84;Banco C;
MB000833;2026-08-19;Entrada;Tarifa bancária;tarifa bancária - operação 833;10827.82;Banco B;Sim
MB000834;2026-06-25;Saída;Aluguel;Aluguel - operação 834;11636.32;Banco A;Sim
MB000835;2026-07-02;Entrada;Tarifa bancária;Tarifa bancária - operação 835;10311.23;Banco B;Sim
MB000836;2026-01-06;Saída;Tarifa bancária;Tarifa bancária - operação 836;13049.0;Banco B;Sim
MB000837;2026-04-22;Entrada;Impostos;Impostos - operação 837;4152.6;Banco B;Sim
MB000838;2026-05-03;Entrada;Salário;Salário - operação 838;3983.51;Banco C;Sim
MB000839;2026-06-03;Saída;Aluguel;Aluguel - operação 839;15233.95;Banco B;Sim
MB000840;2026-01-13;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 840;12742.53;Banco A;Sim
MB000841;2026-06-07;Saída;Recebimento de cliente;Recebimento de cliente - operação 841;4544.52;Banco C;Sim
MB000842;2026-04-26;Entrada;Energia;Energia - operação 842;2592.33;Banco B;sim
MB000843;2026-08-11;Entrada;Aluguel;Aluguel - operação 843;7399.89;Banco A;Sim
MB000844;2026-01-18;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 844;11195.96;Banco C;Sim
MB000845;2026-03-15;Saída;Transferência;Transferência - operação 845;16959.19;Banco A;Sim
MB000846;2026-01-05;;Pagamento fornecedor;Pagamento fornecedor - operação 846;1259.51;Banco A;Sim
MB000847;2026-07-29;Entrada;Outros;Outros - operação 847;2278.26;Banco B;Sim
MB000848;2026-07-14;Saída;Salário;Salário - operação 848;2791.3;Banco A;Sim
MB000849;2026-07-21;;Impostos;Impostos - operação 849;15404.56;Banco B;Sim
MB000850;2026-07-28;Entrada;Outros;Outros - operação 850;9105.95;Banco A;Sim
MB000851;04/02/2026;Entrada;Recebimento de cliente;Recebimento de cliente - operação 851;8469.75;Banco A;Sim
MB000852;2026-08-09;Saída;Impostos;Impostos - operação 852;10350.87;Banco B;Sim
MB000853;2026-03-04;  Saída ;Salário;Salário - operação 853;12798.25;Banco C;Sim
MB000854;2026-02-11;Saída;Recebimento de cliente;Recebimento de cliente - operação 854;1253.98;Banco B;Sim
MB000855;2026-01-01;Entrada;Transferência;Transferência - operação 855;9543.63;Banco B;Sim
MB000856;2026-05-21;Saída;Tarifa bancária;Tarifa bancária - operação 856;16003.83;Banco B;Sim
MB000857;01/04/2026;Saída;Tarifa bancária;Tarifa bancária - operação 857;13541.78;Banco C;Sim
MB000858;2026-02-12;Saída;Transferência;Transferência - operação 858;2316.01;Banco A;Sim
MB000859;2026-01-19;Saída;Impostos;Impostos - operação 859;15162.93;Banco A;Não
MB000860;2026-08-20;Saída;Tarifa bancária;Tarifa bancária - operação 860;6798.2;Banco B;Sim
MB000861;2026-03-22;Saída;Aluguel;Aluguel - operação 861;13518.09;Banco A;Sim
MB000862;2026-07-18;Entrada;Transferência;Transferência - operação 862;15580.29;  Banco C ;  Sim 
MB000863;2026-06-16;Entrada;Tarifa bancária;Tarifa bancária - operação 863;4438.63;Banco A;Sim
MB000864;2026-08-20;Saída;Energia;Energia - operação 864;8787.63;Banco B;Sim
MB000865;2026-04-06;Entrada;Transferência;Transferência - operação 865;2390.93;Banco A;Sim
MB000866;2026-02-07;Entrada;Energia;Energia - operação 866;6763.94;Banco B;Sim
MB000867;2026-04-09;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 867;10788.34;;Sim
MB000868;2026-05-22;Saída;Recebimento de cliente;Recebimento de cliente - operação 868;16814.89;Banco B;Sim
MB000869;2026-04-01;Saída;Aluguel;Aluguel - operação 869;5620.63;Banco C;Sim
MB000870;2026-01-03;Entrada;Salário;Salário - operação 870;13410.86;Banco C;Sim
MB000871;2026-01-16;Entrada;Outros;Outros - operação 871;3975.55;banco c;Sim
MB000872;2026-01-07;Saída;Tarifa bancária;Tarifa bancária - operação 872;6046.03;Banco C;Sim
MB000873;2026-03-30;Saída;Impostos;Impostos - operação 873;5164.44;Banco A;Sim
MB000874;2026-05-30;Entrada;Transferência;Transferência - operação 874;13664.94;Banco B;Sim
MB000875;2026-01-10;Saída;Outros;Outros - operação 875;1257.84;Banco A;Sim
MB000876;2026-03-26;saída;Energia;Energia - operação 876;2633.93;Banco A;Sim
MB000877;2026-06-07;Saída;Energia;Energia - operação 877;7129.47;Banco A;Sim
MB000878;2026-03-19;Entrada;Salário;Salário - operação 878;;Banco C;Sim
MB000879;2026-04-17;Entrada;Tarifa bancária;Tarifa bancária - operação 879;9869.65;Banco B;Sim
MB000880;2026-01-01;Entrada;Salário;Salário - operação 880;15466.19;Banco B;Sim
