id_venda;data_venda;id_cliente;id_produto;quantidade;valor_unitario;desconto;forma_pagamento;status_venda;valor_total
V000616;2026-05-17;C0034;P0018;12.0;141.23;0.0;Transferência;Faturada;1694.76
V000617;2026-03-16;  C0020 ;P0002;25.0;226.06;10.0;Boleto;Faturada;5641.5
V000618;2026-05-24;C0036;P0048;7.0;107.68;5.0;Transferência;Faturada;748.76
V000619;2026-03-09;C0011;P0050;27.0;63.73;0.0;Transferência;Faturada;1720.71
V000620;2026-03-11;C0034;P0079;26.0;114.98;0.0;Cartão;Faturada;2989.48
V000621;2026-01-29;C0013;P0009;6.0;161.7;20.0;Transferência;Devolvida;950.2
V000622;2026-02-18;C0029;P0035;23.0;216.5;0.0;PIX;;4979.5
V000623;2026-01-27;C0004;P0069;1.0;24.61;0.0;Cartão;Faturada;24.61
V000624;2026-01-24;C0046;P0057;24.0;76.13;0.0;PIX;Faturada;1827.12
V000625;2026-07-24;C0014;P0044;14.0;189.21;5.0;Cartão;Faturada;2643.94
V000626;2026-07-12;C0045;P0005;11.0;102.23;0.0;PIX;Faturada;1124.53
V000627;2026-02-16;C0050;P0051;3.0;111.04;0.0;Cartão;Faturada;333.12
V000628;2026-04-09;C0001;P0016;25.0;159.31;50.0;Transferência;Faturada;3932.75
V000629;2026-07-17;C0048;P0005;7.0;108.63;0.0;Boleto;Faturada;760.41
V000630;2026-06-11;C0025;P0040;30.0;142.52;20.0;PIX;Cancelada;4255.6
V000631;2026-03-18;C0034;P0016;9.0;153.77;0.0;Cartão;Faturada;1383.93
V000632;2026-04-22;C0043;P0028;4.0;54.79;0.0;PIX;Faturada;219.16
V000633;2026-03-04;C0018;P0075;4.0;72.82;0.0;PIX;Devolvida;291.28
V000634;2026-04-06;C0045;P0061;23.0;45.05;50.0;;Faturada;986.15
V000635;2026-03-28;C0011;P0064;3.0;15.22;50.0;PIX;Faturada;-4.34
V000636;2026-01-28;C0023;P0020;23.0;19.86;0.0;Transferência;Faturada;456.78
V000637;2026-03-30;C0021;P0072;26.0;169.05;50.0;Transferência;Faturada;4345.3
V000638;2026-03-06;C0002;P0049;12.0;158.52;0.0;Transferência;Faturada;1902.24
V000639;2026-02-18;C0036;P0038;18.0;114.98;10.0;Boleto;Cancelada;2059.64
V000640;2026-08-11;C0023;P0042;;224.53;50.0;Boleto;Faturada;5338.72
V000641;2026-03-09;C0034;P0020;15.0;19.13;10.0;Cartão;Faturada;276.95
V000642;2026-08-15;C0001;P0065;13.0;141.15;0.0;Cartão;Devolvida;1834.95
V000643;2026-05-18;C0016;P0042;24.0;210.47;50.0;Transferência;Faturada;5001.28
V000644;2026-06-06;C0034;P0064;25.0;14.92;0.0;Cartão;Faturada;373.0
V000645;2026-06-18;C0042;P0042;4.0;211.61;0.0;PIX;Faturada;846.44
V000646;2026-02-19;C0012;P0005;7.0;102.68;0.0;PIX;Devolvida;718.76
V000647;2026-06-09;C0042;P0050;22.0;64.84;20.0;Cartão;Faturada;1406.48
V000648;2026-01-04;C0024;P0029;20.0;94.5;0.0;Transferência;Faturada;1890.0
V000649;2026-08-16;C0030;P0008;12.0;227.35;5.0;Cartão;Faturada;2723.2
V000650;2026-01-19;C0040;P0035;17.0;197.47;50.0;Cartão;Faturada;3306.99
V000651;2026-03-01;C0014;P0067;4.0;132.04;10.0;Transferência;Faturada;518.16
V000652;2026-06-10;C0013;P0068;22.0;68.86;0.0;Transferência;Faturada;1514.92
V000653;2026-06-29;C0050;P0074;12.0;38.35;20.0;Transferência;Faturada;
V000654;2026-03-28;C0011;P0024;18.0;33.22;20.0;Boleto;Cancelada;577.96
V000655;2026-03-22;C0039;P0057;30.0;80.49;10.0;Cartão;Faturada;2404.7
V000656;2026-06-05;C0027;P0056;27.0;168.43;0.0;Boleto;Faturada;4547.61
V000657;2026-04-03;C0050;P0071;30.0;145.41;5.0;Transferência;Faturada;4357.3
V000658;2026-05-13;C0001;P0005;10.0;110.9;0.0;Cartão;Faturada;1109.0
V000659;2026-01-06;C0020;P0029;7.0;96.44;50.0;Cartão;Cancelada;625.08
V000660;2026-02-09;C0033;P0072;19.0;176.21;0.0;PIX;Faturada;3347.99
V000661;2026-08-16;C0023;P0020;5.0;19.04;10.0;Boleto;Faturada;85.2
V000662;2026-05-26;C0017;P0039;3.0;226.56;0.0;PIX;Faturada;679.68
V000663;2026-06-26;C0031;P0023;16.0;128.76;20.0;PIX;Devolvida;2040.16
V000664;2026-05-28;C0042;P0039;2.0;232.09;5.0;pix;Faturada;459.18
V000665;2026-04-22;  C0050 ;P0043;12.0;230.28;5.0;PIX;Faturada;2758.36
V000666;2026-07-19;C0048;P0078;30.0;208.27;20.0;Transferência;Faturada;6228.1
V000667;2026-05-25;C0020;P0068;2.0;69.64;0.0;Cartão;Cancelada;139.28
V000668;2026-07-07;C0045;P0029;;85.11;5.0;  Transferência ;Devolvida;420.55
V000669;2026-03-16;C0037;P0065;3.0;130.43;50.0;Transferência;Faturada;341.29
V000670;2026-07-10;C0009;P0044;3.0;194.13;0.0;Transferência;Faturada;582.39
V000671;2026-06-28;C0006;P0052;17.0;44.49;0.0;Boleto;Faturada;756.33
V000672;2026-05-27;C0036;P0026;16.0;110.8;0.0;Boleto;Faturada;1772.8
V000673;2026-06-25;C0005;P0035;25.0;210.21;;PIX;Faturada;5245.25
V000674;2026-02-18;C0043;P0053;14.0;137.77;0.0;Cartão;Devolvida;1928.78
V000675;2026-03-31;C0042;P0004;25.0;27.07;10.0;Transferência;Devolvida;666.75
V000676;2026-03-01;C0010;P0057;2.0;87.73;0.0;Cartão;Faturada;175.46
V000677;2026-03-04;C0049;P0011;4.0;132.04;;Boleto;Faturada;518.16
V000678;2026-03-20;c0001;P0044;23.0;203.98;5.0;Transferência;;4686.54
V000679;2026-02-22;C0022;P0027;24.0;115.58;10.0;Cartão;Cancelada;2763.92
V000680;2026-06-27;C0031;P0080;24.0;205.55;20.0;PIX;Faturada;4913.2
V000681;2026-01-16;C0038;P0068;2.0;68.94;;Boleto;Devolvida;137.88
V000682;2026-01-03;C0018;P0007;15.0;97.55;0.0;;Faturada;1463.25
V000683;2026-03-16;C0043;P0047;28.0;181.3;50.0;Transferência;Faturada;5026.4
V000684;2026-03-22;C0025;P0066;23.0;;5.0;PIX;Faturada;1573.49
V000685;2026-07-02;C0013;P0065;15.0;137.53;0.0;PIX;Faturada;2062.95
V000686;2026-07-10;C0034;;11.0;146.28;0.0;pix;Faturada;1609.08
V000687;2026-03-02;C0044;P0046;12.0;158.79;10.0;Cartão;Faturada;1895.48
V000688;2026-07-28;C0041;P0033;29.0;101.83;0.0;Cartão;Faturada;2953.07
V000689;2026-02-05;C0010;P0044;29.0;191.64;;Transferência;Cancelada;5557.56
V000690;2026-02-28;C0044;P0079;28.0;113.8;5.0;Boleto;Devolvida;3181.4
V000691;2026-03-26;C0010;P0055;10.0;177.97;5.0;Boleto;Faturada;1774.7
V000692;2026-07-24;C0042;P0018;19.0;146.94;0.0;Boleto;Faturada;2791.86
V000693;2026-07-17;C0045;P0068;30.0;67.61;0.0;Boleto;Faturada;2028.3
V000694;2026-01-31;C0005;P0072;18.0;176.78;0.0;;Faturada;3182.04
V000695;2026-04-16;C0047;P0004;25.0;27.13;5.0;Cartão;Faturada;673.25
V000696;2026-01-28;C0048;P0036;5.0;114.32;0.0;Boleto;Faturada;571.6
V000697;2026-05-26;C0049;P0079;20.0;107.64;10.0;Boleto;Devolvida;2142.8
V000698;2026-01-21;C0015;P0030;;118.95;20.0;Transferência;Faturada;2596.9
V000699;2026-04-06;C0033;P0078;16.0;232.54;0.0;Transferência;Faturada;3720.64
V000700;2026-01-09;;P0018;6.0;139.13;5.0;PIX;Faturada;829.78
V000596;2026-07-21;C0041;P0067;18.0;145.45;;Cartão;Faturada;2613.1
V000116;2026-06-10;C0005;P0045;8.0;166.81;0.0;Cartão;Faturada;1334.48
V000425;2026-03-12;C0022;P0036;21.0;106.66;0.0;Cartão;Faturada;
V000139;2026-02-02;C0027;P0053;27.0;142.3;0.0;PIX;Faturada;3842.1
V000237;2026-04-14;C0018;P0051;3.0;108.16;5.0;Boleto;Faturada;319.48
V000058;2026-06-25;C0043;P0033;12.0;110.86;5.0;PIX;Faturada;1325.32
V000236;2026-06-08;C0007;P0068;5.0;68.78;10.0;Cartão;Faturada;333.9
V000384;2026-05-20;C0027;P0064;29.0;14.52;5.0;PIX;Faturada;416.08
V000286;2026-03-22;;P0063;10.0;128.07;50.0;Transferência;Devolvida;1230.7
V000554;2026-07-31;C0031;;29.0;114.06;0.0;Transferência;Cancelada;3307.74
